"STATION","NAME","DATE","ACMH","ACSH","AWND","DAPR","FMTM","FRGT","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT16","WT18"
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-13","   60","   80",,,,,," 1354","0.00","0.0","0.0",,"60","43",,"  310",,,"  315","16.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-14","   60","   70",,,,,," 1524","0.00","0.0","0.0",,"65","49",,"  270",,,"  270","12.1",,,"16.1",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-15","   80","  100",,,,,," 1124","0.00","0.0","0.0",,"65","49",,"  340",,,"  270","10.1",,,"12.8",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-16","   90","  100",,,,,," 1418","0.00","0.0","0.0",,"64","53",,"  310",,,"  315","16.1",,,"20.8",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-17","   70","   80",,,,,," 1706","0.00","0.0","0.0",,"62","51",,"  300",,,"  315","10.1",,,"17.2","    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-18","   40","   40",,,,,," 1724","0.00","0.0","0.0",,"62","49",,"  310",,,"  315","14.1",,,"18.3","    1","    1",,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-19","   10","   20",,,,,," 1648","0.00","0.0","0.0",,"65","45",,"  310",,,"  315","16.1",,,"20.8","    1","    1",,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-20","   40","   20",,,,,," 2212","0.00","0.0","0.0",,"60","47",,"  210",,,"  225","16.1",,,"25.3",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-21","   90","   90",,,,,," 0036","0.00","0.0","0.0",,"55","51",,"  260",,,"  225","16.1",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-22","  100","  100",,,,,," 1648","0.00","0.0","0.0",,"55","49",,"  270",,,"  270","16.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-23","  100","   90",,,,,," 1548","0.00","0.0","0.0",,"56","49",,"  270",,,"  270","16.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-24","  100","  100",,,,,," 1706","0.00","0.0","0.0",,"57","48",,"  280",,,"  270","13.0",,,"17.2",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-25","  100","  100",,,,,," 1042","0.56","0.0","0.0",,"56","50",,"  140",,,"  135","15.0",,,"18.3","    1",,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-26","  100","  100",,,,,," 1700","0.02","0.0","0.0",,"61","55",,"  180",,,"  180","21.0",,,"27.5",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-27","  100","  100",,,,,," 1536","0.92","0.0","0.0",,"60","52",,"  160",,,"  180","25.1",,,"34.4",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-28","  100","   90",,,,,," 0006","0.32","0.0","0.0",,"63","53",,"  130",,,"  135","23.0",,,"26.4","    1",,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-29","  100","  100",,,,,," 2148","0.39","0.0","0.0",,"62","56",,"  150",,,"  158","23.9",,,"36.7",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-30","   70","   70",,,,,," 0118","0.08","0.0","0.0",,"58","50",,"  270",,,"  225","23.0",,,"33.3",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-03-31","   80","   90",,,,,," 2342","0.18","0.0","0.0",,"58","48",,"  150",,,"  158","23.0",,,"27.5",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-01","   90","  100",,,,,," 0100","2.03","0.0","0.0",,"57","50",,"  150",,,"  180","23.0",,,"28.9","    1",,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-02","   20","   30",,,,,," 1700","0.00","0.0","0.0",,"57","47",,"  320",,,"  270","23.0",,,"28.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-03","   10","   10",,,,,," 0748","0.00","0.0","0.0",,"59","44",,"  350",,,"  360","19.9",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-04","   60","   80",,,,,," 0030","0.00","0.0","0.0",,"66","45",,"  100",,,"  248","8.9",,,"11.4",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-05","   70","   80",,,,,," 1100","0.02","0.0","0.0",,"63","51",,"  230",,,"  225","19.9",,,"23.0",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-06","    0","    0",,,,,," 1606","0.00","0.0","0.0",,"62","47",,"  260",,,"  270","15.0",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-07","   70","  100",,,,,," 1348","0.00","0.0","0.0",,"66","45",,"  290",,,"  315","10.1",,,"13.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-08","   90","   90",,,,,," 1718","0.04","0.0","0.0",,"59","49",,"  290",,,"  270","21.0",,,"32.2",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-09","   50","   50",,,,,," 0406","0.31","0.0","0.0",,"56","47",,"  280",,,"  225","23.9",,,"32.2",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-10","    0","    0",,,,,," 1418","0.00","0.0","0.0",,"59","43",,"  270",,,"  270","16.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-11","    0","    0",,,,,," 1348","0.00","0.0","0.0",,"63","45",,"  260",,,"  270","13.0",,,"16.1",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-12","    0","    0",,,,,," 1336","0.00","0.0","0.0",,"75","48",,"  300",,,"   45","15.0",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-13","    0","    0",,,,,," 1330","0.00","0.0","0.0",,"74","48",,"  270",,,"   45","12.1",,,"17.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-14","   40","   70",,,,,," 1536","0.00","0.0","0.0",,"70","48",,"  280",,,"  270","14.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-15","   10","   10",,,,,," 1612","0.00","0.0","0.0",,"59","49",,"  260",,,"  270","14.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-16","    0","    0",,,,,," 1518","0.00","0.0","0.0",,"68","46",,"  300",,,"  270","10.1",,,"13.9","    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-17","   70","  100",,,,,," 1530","0.00","0.0","0.0",,"55","50",,"  260",,,"  270","19.9",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-18","   80","   90",,,,,," 1324","0.06","0.0","0.0",,"58","49",,"  270",,,"  270","17.9",,,"24.2",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-19","   20","   30",,,,,," 1442","0.00","0.0","0.0",,"59","45",,"  270",,,"  270","15.0",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-20","    0","    0",,,,,," 1354","0.00","0.0","0.0",,"63","47",,"  270",,,"  270","16.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-21","   40","   20",,,,,," 2112","0.00","0.0","0.0",,"60","47",,"  300",,,"  293","16.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-22","   90","   80",,,,,," 1618","0.00","0.0","0.0",,"57","49",,"  270",,,"  270","17.9",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-23","   90","   80",,,,,," 1324","0.43","0.0","0.0",,"54","47",,"  170",,,"  270","17.9",,,"30.0","    1",,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-24","   60","   50",,,,,," 0200","0.22","0.0","0.0",,"56","45",,"  250",,,"  180","17.9",,,"28.9",,,"    1","    1","    1",,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-25","   70","   70",,,,,," 1100","0.01","0.0","0.0",,"57","45",,"  240",,,"  225","16.1",,,"28.9",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-26","   60","   60",,,,,," 1642","0.09","0.0","0.0",,"58","50",,"  270",,,"  270","15.0",,,"17.2",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-27","    0","    0",,,,,," 1518","0.00","0.0","0.0",,"61","46",,"  260",,,"  270","17.9",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-28","    0","    0",,,,,," 1324","0.00","0.0","0.0",,"74","48",,"  300",,,"  225","14.1",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-29","   30","   40",,,,,," 1512","0.00","0.0","0.0",,"76","50",,"  290",,,"  270","13.0",,,"16.1",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-04-30","   60","   50",,,,,," 1236","0.00","0.0","0.0",,"57","50",,"  310",,,"  315","15.0",,,"18.3","    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-01","   50","   40",,,,,," 1724","0.00","0.0","0.0",,"56","49",,"  270",,,"  270","21.9",,,"27.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-02","   60","   40",,,,,," 1436","0.00","0.0","0.0",,"56","49",,"  260",,,"  225","17.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-03","   40","   20",,,,,," 1718","0.00","0.0","0.0",,"61","50",,"  290",,,"  270","14.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-04","   60","   30",,,,,," 1600","0.00","0.0","0.0",,"60","51",,"  310",,,"  315","14.1",,,"17.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-05","  100","   90",,,,,," 1836","0.00","0.0","0.0",,"56","50",,"  280",,,"  315","16.1",,,"18.3",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-06","   60","   40",,,,,," 1854","0.00","0.0","0.0",,"60","51",,"  270",,,"  270","16.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-07","   40","   20",,,,,," 1242","0.00","0.0","0.0",,"63","52",,"  310",,,"  270","16.1",,,"18.3",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-08","   20","   10",,,,,," 1254","0.00","0.0","0.0",,"63","50",,"  320",,,"  315","19.9",,,"24.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-09","   20","   10",,,,,," 2006","0.00","0.0","0.0",,"60","51",,"  270",,,"  270","23.9",,,"31.1",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-10","    0","    0",,,,,," 1630","0.00","0.0","0.0",,"73","50",,"  270",,,"  270","16.1",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-11","   30","   40",,,,,," 1824","0.00","0.0","0.0",,"65","50",,"  260",,,"  270","17.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-12","   40","   40",,,,,," 1618","0.00","0.0","0.0",,"60","49",,"  270",,,"  270","23.0",,,"26.4",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-13","   50","   70",,,,,," 1606","0.00","0.0","0.0",,"59","48",,"  270",,,"  270","21.9",,,"24.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-14","    0","    0",,,,,," 1906","0.00","0.0","0.0",,"62","49",,"  260",,,"  315","23.9",,,"30.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-15","    0","    0",,,,,," 1612","0.00","0.0","0.0",,"60","50",,"  260",,,"  270","23.0",,,"26.4",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-16","    0","    0",,,,,," 1512","0.00","0.0","0.0",,"59","44",,"  290",,,"  270","23.0",,,"31.1",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-17","   40","   40",,,,,," 1342","0.00","0.0","0.0",,"57","48",,"  280",,,"  270","16.1",,,"18.3",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-18","   20","   30",,,,,," 1606","0.00","0.0","0.0",,"57","46",,"  270",,,"  270","17.9",,,"25.3",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-19","    0","    0",,,,,," 1724","0.00","0.0","0.0",,"60","46",,"  270",,,"  270","19.9",,,"26.4",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-20","   60","   70",,,,,," 1824","0.00","0.0","0.0",,"58","48",,"  280",,,"  270","17.0",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-21","   60","   70",,,,,," 1718","0.00","0.0","0.0",,"62","48",,"  280",,,"  270","17.0",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-22","   30","   20",,,,,," 1748","0.00","0.0","0.0",,"64","50",,"  270",,,"  270","17.0",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-23","   30","   30",,,,,," 1454","0.00","0.0","0.0",,"65","51",,"  260",,,"  270","17.9",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-24","   20","   30",,,,,," 1806","0.00","0.0","0.0",,"68","52",,"  260",,,"  270","15.0",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-25","   10","   20",,,,,," 1336","0.00","0.0","0.0",,"71","51",,"  220",,,"  270","14.1",,,"16.1",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-26","    0","    0",,,,,," 1518","0.00","0.0","0.0",,"86","56",,"  320",,,"  270","14.1",,,"16.1",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-27","   40","   40",,,,,," 1754","0.00","0.0","0.0",,"63","53",,"  280",,,"  270","21.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-28","  100","  100",,,,,," 1500","0.00","0.0","0.0",,"58","51",,"  260",,,"  270","19.9",,,"24.2",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-29","   30","   20",,,,,," 0254","0.00","0.0","0.0",,"60","50",,"  230",,,"  270","16.1",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-30","    0","    0",,,,,," 1700","0.00","0.0","0.0",,"68","49",,"  300",,,"  315","15.0",,,"18.3",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-05-31","   30","   30",,,,,," 1706","0.00","0.0","0.0",,"60","52",,"  230",,,"  270","16.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-01","   50","   30",,,,,," 1400","0.00","0.0","0.0",,"64","53",,"  310",,,"  315","15.0",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-02","   60","   40",,,,,," 1342","0.00","0.0","0.0",,"63","52",,"  280",,,"  315","16.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-03","   70","   70",,,,,," 2342","0.00","0.0","0.0",,"62","52",,"  240",,,"  225","17.0",,,"19.5",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-04","   70","   90",,,,,," 1148","0.00","0.0","0.0",,"67","52",,"  240",,,"  270","17.0",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-05","   70","   80",,,,,," 1124","0.00","0.0","0.0",,"67","58",,"  270",,,"  270","16.1",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-06","    0","    0",,,,,," 1748","0.00","0.0","0.0",,"68","57",,"  270",,,"  270","14.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-07","    0","    0",,,,,," 1354","0.00","0.0","0.0",,"68","53",,"  240",,,"  225","13.0",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-08","    0","    0",,,,,," 1554","0.00","0.0","0.0",,"76","54",,"  310",,,"  315","17.9",,,"24.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-09","    0","    0",,,,,," 1406","0.00","0.0","0.0",,"71","53",,"  310",,,"  315","17.0",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-10","   10","    0",,,,,," 1230","0.00","0.0","0.0",,"64","51",,"  310",,,"  315","17.0",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-11","   70","   60",,,,,," 1648","0.00","0.0","0.0",,"62","51",,"  310",,,"  315","17.9",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-12","   80","   80",,,,,," 1600","0.00","0.0","0.0",,"60","51",,"  310",,,"  270","16.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-13","   50","   40",,,,,," 1606","0.00","0.0","0.0",,"62","53",,"  280",,,"  270","17.9",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-14","   10","    0",,,,,," 1442","0.00","0.0","0.0",,"65","54",,"  270",,,"  270","17.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-15","   30","   20",,,,,," 1642","0.00","0.0","0.0",,"64","56",,"  260",,,"  270","23.0",,,"24.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-16","   70","   80",,,,,," 0030","0.00","0.0","0.0",,"63","55",,"  230",,,"  270","16.1",,,"23.0",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-17","   60","   50",,,,,," 1542","0.00","0.0","0.0",,"66","56",,"  260",,,"  270","15.0",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-18","   90","   90",,,,,," 1706","0.08","0.0","0.0",,"65","57",,"  270",,,"  270","16.1",,,"17.2",,,"    1",,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-19","   40","   30",,,,,," 1730","0.00","0.0","0.0",,"67","57",,"  270",,,"  270","15.0",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-20","    0","    0",,,,,," 1706","0.00","0.0","0.0",,"72","54",,"  310",,,"  315","17.0",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-21","   10","    0",,,,,," 1448","0.00","0.0","0.0",,"70","55",,"  310",,,"  315","16.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-22","   70","   50",,,,,," 1300","0.00","0.0","0.0",,"63","55",,"  270",,,"  270","15.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-23","   50","   40",,,,,," 0230","0.00","0.0","0.0",,"60","53",,"  270",,,"  225","14.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-24","   40","   20",,,,,," 1542","0.00","0.0","0.0",,"60","53",,"  250",,,"  270","16.1",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-25","   20","   10",,,,,," 0124","0.00","0.0","0.0",,"66","53",,"  260",,,"  270","17.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-26","    0","    0",,,,,," 1606","0.00","0.0","0.0",,"65","53",,"  270",,,"  270","14.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-27","    0","    0",,,,,," 1312","0.00","0.0","0.0",,"70","52",,"  270",,,"  270","14.1",,,"18.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-28","    0","    0",,,,,," 1536","0.00","0.0","0.0",,"83","57",,"  310",,,"  315","14.1",,,"19.5",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-29","    0","    0",,,,,," 1606","0.00","0.0","0.0",,"73","56",,"  320",,,"  270","17.9",,,"25.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-06-30","   90","  100",,,,,," 1612","0.00","0.0","0.0",,"60","56",,"  250",,,"  270","19.9",,,"25.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-01","   30","   20",,,,,," 1824","0.00","0.0","0.0",,"66","55",,"  260",,,"  270","17.0",,,"26.4",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-02","   10","   10",,,,,," 1700","0.00","0.0","0.0",,"68","53",,"  310",,,"  360","16.1",,,"20.8",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-03","   20","   20",,,,,," 1624","0.00","0.0","0.0",,"68","54",,"  320",,,"  270","23.0",,,"25.3",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-04","   30","   20",,,,,," 1418","0.00","0.0","0.0",,"67","54",,"  310",,,"  270","16.1",,,"20.8",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-05","   30","   20",,,,,," 1500","0.00","0.0","0.0",,"66","53",,"  280",,,"  270","17.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-06","   70","   60",,,,,," 1248","0.00","0.0","0.0",,"61","55",,"  240",,,"  270","19.9",,,"25.3",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-07","   90","   90",,,,,," 0418","0.00","0.0","0.0",,"63","53",,"  270",,,"  225","17.0",,,"21.9",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-08","  100","  100",,,,,," 0912","0.78","0.0","0.0",,"65","58",,"  160",,,"  180","23.0",,,"23.0","    1",,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-09","   70","   80",,,,,," 2054","0.01","0.0","0.0",,"64","56",,"  270",,,"  270","17.0",,,"19.5",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-10","   40","   40",,,,,," 2024","0.01","0.0","0.0",,"63","56",,"  260",,,"  270","17.9",,,"20.8",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-11","    0","    0",,,,,," 1812","0.00","0.0","0.0",,"66","52",,"  280",,,"  270","16.1",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-12","   10","    0",,,,,," 1648","0.00","0.0","0.0",,"70","54",,"  260",,,"  270","12.1",,,"17.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-13","   20","   10",,,,,," 1248","0.00","0.0","0.0",,"67","55",,"  290",,,"  270","14.1",,,"17.2",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-14","    0","    0",,,,,," 1312","0.00","0.0","0.0",,"72","54",,"  280",,,"  270","13.0",,,"15.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-15","   30","   20",,,,,," 1648","0.00","0.0","0.0",,"64","54",,"  260",,,"  270","19.9",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-16","   20","   10",,,,,," 1524","0.00","0.0","0.0",,"67","55",,"  250",,,"  270","16.1",,,"23.0",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-17","   60","   30",,,,,," 1642","0.00","0.0","0.0",,"67","57",,"  280",,,"  270","16.1",,,"20.8","    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-18","   50","   20",,,,,," 1624","0.00","0.0","0.0",,"72","57",,"  280",,,"  270","14.1",,,"20.8","    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-19","   30","   20",,,,,," 1548","0.00","0.0","0.0",,"73","57",,"  300",,,"  315","17.0",,,"21.9",,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1974-07-20","   40","   20",,,,,," 1742","0.00","0.0","0.0",,"72","57",,"  310",,,"  315","17.0",,,"20.8",,,,,,,,,,
