"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22","WV01"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-08","   70","   70",,," 2112","0.00","0.0","0.0",,"56","42",,"  210",,,,,,"17.0",,,"27.5",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-09","  100","  100",,," 0406","0.20","0.0","0.0",,"60","41",,"  340",,,,,,"23.0",,,"32.2",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-10","   90","  100",,," 2306","0.00","0.0","0.0",,"44","40",,"  290",,,,,,"19.9",,,"28.9",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-11","   60","   40",,," 0336","0.00","0.0","0.0",,"41","28",,"  350",,,,,,"21.9",,,"31.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-12","  100","  100",,," 1900","0.00","0.0","0.0",,"43","28",,"  210",,,,,,"25.9",,,"34.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-13","   60","   80",,," 1954","0.00","0.0","0.0",,"51","34",,"  340",,,,,,"23.9",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-14","   20","   50",,," 1548","0.00","0.0","0.0",,"41","24",,"  330",,,,,,"34.9",,,"46.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-15","   70","   90",,," 0042","0.08","0.8","1.0",,"33","22",,"  320",,,,,,"23.9",,,"28.9",,"    1",,,,,,,,,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-16","  100","  100",,," 2212","0.10","0.3","0.0",,"38","33",,"  340",,,,,,"17.9",,,"25.3",,"    1",,,"    1",,,,,,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-17","   30","    0",,," 0136","0.00","0.0","0.0",,"35","25",,"  350",,,,,,"23.0",,,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-18","   60","   80",,," 1042","0.00","0.0","0.0",,"40","25",,"  240",,,,,,"17.9",,,"35.6",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-19","   70","   80",,," 1142","0.00","0.0","0.0",,"42","18",,"  310",,,,,,"25.9",,,"39.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-20","    0","    0",,," 1706","0.00","0.0","0.0",,"26","16",,"  350",,,,,,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-21","    0","    0",,," 1500","0.00","0.0","0.0",,"27","18",,"  290",,,,,,"17.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-22","   50","   50",,," 1800","0.00","0.0","0.0",,"33","20",,"  310",,,,,,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-23","   90","  100",,," 2218","0.26","0.6","0.0",,"35","29",,"  290",,,,,,"12.1",,,"19.5",,"    1",,,,,"    1",,"    1",,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-24","   80","   90",,," 2306","0.17","0.0","0.0",,"37","25",,"  330",,,,,,"25.1",,,"42.5",,"    1",,,,,,,"    1",,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-25","   10","    0",,," 0624","0.00","0.0","0.0",,"25","3",,"  320",,,,,,"34.9",,,"48.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-26","   60","   80",,," 0312","0.00","0.0","0.0",,"24","8",,"  250",,,,,,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-27","   70","   40",,," 2218","0.00","0.0","0.0",,"33","19",,"   60",,,,,,"17.0",,,"19.5",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-28","  100","  100",,," 0824","0.00","0.0","0.0",,"39","31",,"   20",,,,,,"17.9",,,"23.0",,"    1","    1",,,,,,,,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-29","  100","  100",,," 2024","0.01","0.0","0.0",,"46","38",,"  350",,,,,,"19.9",,,"28.9",,"    1","    1",,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-30","   40","   40",,," 0936","0.00","0.0","0.0",,"46","22",,"  350",,,,,,"25.9",,,"39.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1980-12-31","   70","   90",,," 0054","0.00","0.0","0.0",,"27","16",,"   10",,,,,,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-01","   90","  100",,," 0012","0.01","0.1","0.0",,"29","24",,"   30",,,,,,"10.1",,,"13.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-02","   60","   70",,," 1554","0.02","0.2","0.0",,"36","20",,"  290",,,,,,"29.1",,,"39.1",,"    1",,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-03","   80","  100",,," 1854","0.04","0.8","0.0",,"22","15",,"  340",,,,,,"23.9",,,"27.5",,"    1",,,,,,,,"    1",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-04","   40","   40",,," 1206","0.00","0.0","1.0",,"16","8",,"  310",,,,,,"29.1",,,"40.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-05","   10","   10",,," 0312","0.00","0.0","1.0",,"30","13",,"  330",,,,,,"29.1",,,"42.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-06","   70","   70",,," 0924","0.15","2.3","0.0",,"36","20",,"  200",,,,,,"19.9",,,"30.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-07","   60","   70",,," 1430","0.22","2.6","5.0",,"36","18",,"  280",,,,,"0.4","31.1",,,"40.3",,"    1",,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-08","   10","   30",,," 0042","0.00","0.0","4.0",,"20","13",,"  290",,,,,"0.2","29.1",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-09","   70","   90",,," 2054","0.00","0.0","3.0",,"24","8",,"  310",,,,,"0.2","10.1",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-10","   40","   20",,," 1842","0.00","0.0","3.0",,"25","12",,"  320",,,,,"0.2","30.0",,,"42.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-11","   20","   20",,," 0200","0.00","0.0","3.0",,"17","10",,"  310",,,,,"0.2","28.0",,,"35.6",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-12","    0","    0",,," 0436","0.00","0.0","3.0",,"14","5",,"  350",,,,,"0.1","16.1",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-13","   10","    0",,," 0212","0.00","0.0","2.0",,"21","8",,"  340",,,,,"0.1","16.1",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-14","   80","   70",,," 0112","0.00","0.0","2.0",,"31","18",,"   50",,,,,"0.1","8.9",,,"12.8",,"    1",,,,,,,"    1",,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-15","   80","  100",,," 2142","0.00","0.0","2.0",,"32","23",,"   20",,,,,"0.1","17.0",,,"23.0",,"    1",,,,,,,"    1",,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-16","   90","  100",,," 2200","0.05","1.7","2.0",,"31","24",,"   50",,,,,"0.1","12.1",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-17","   40","   50",,," 0836","0.00","0.0","4.0",,"28","17",,"  330",,,,,"0.2","23.9",,,"34.4",,"    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-18","   50","   60",,," 0018","0.00","0.0","3.0",,"30","15",,"  280",,,,,"0.1","19.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-19","   70","   60",,," 0818","0.00","0.0","2.0",,"42","30",,"  280",,,,,,"19.9",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-20","   60","   90",,," 0006","0.00","0.0","0.0",,"42","31",,"  340",,,,,,"17.0",,,"24.2",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-21","   50","   80",,," 2042","0.00","0.0","0.0",,"36","26",,"  360",,,,,,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-22","   60","  100",,," 1912","0.00","0.0","0.0",,"40","23",,"  280",,,,,,"19.9",,,"28.9",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-23","   60","   40",,," 1124","0.00","0.0","0.0",,"43","34",,"  320",,,,,,"21.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-24","   70","   70",,," 0800","0.00","0.0","0.0",,"39","34",,"  290",,,,,,"17.9",,,"31.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-25","   10","   20",,," 2200","0.00","0.0","0.0",,"36","28",,"  200",,,,,,"14.1",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-26","   80","   90",,," 0154","0.00","0.0","0.0",,"40","34",,"  220",,,,,,"16.1",,,"20.8",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-27","   80","   90",,," 1100","0.00","0.0","0.0",,"50","37",,"  270",,,,,,"17.9",,,"27.5",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-28","   80","   70",,," 2148","0.00","0.0","0.0",,"42","34",,"  240",,,,,,"16.1",,,"20.8",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-29","   50","   60",,," 2100","0.00","0.0","0.0",,"41","24",,"  320",,,,,,"25.1",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-30","    0","    0",,," 1442","0.00","0.0","0.0",,"31","20",,"  320",,,,,,"25.9",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-01-31","    0","    0",,," 0024","0.00","0.0","0.0",,"38","18",,"  340",,,,,,"17.0",,,"24.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-01","   70","   90",,," 2018","0.03","0.0","0.0",,"46","21",,"  150",,,,,,"28.0",,,"36.7",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-02","   70","  100",,," 1124","0.61","0.0","0.0",,"50","32",,"  180",,,,,,"32.0",,,"51.7",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-03","   20","   40",,," 0500","0.00","0.0","0.0",,"32","18",,"  280",,,,,,"28.0",,,"36.7",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-04","   60","   80",,," 2354","0.00","0.0","0.0",,"25","16",,"  290",,,,,,"28.0",,,"34.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-05","    0","    0",,," 0354","0.00","0.0","0.0",,"22","10",,"  310",,,,,,"28.0",,,"40.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-06","   50","   80",,," 0824","0.00","0.0","0.0",,"37","21",,"  220",,,,,,"21.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-07","   50","   40",,," 1700","0.00","0.0","0.0",,"41","27",,"  140",,,,,,"12.1",,,"16.1",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-08","   90","  100",,," 2306","0.33","0.0","0.0",,"48","34",,"  310",,,,,,"33.1",,,"43.6",,"    1",,,,,,,"    1",,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-09","   10","   10",,," 0254","0.00","0.0","0.0",,"34","24",,"  310",,,,,,"30.0",,,"39.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-10","   80","  100",,," 2330","0.00","0.0","0.0",,"42","27",,"  100",,,,,,"21.9",,,"33.3",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-11","  100","  100",,," 2124","0.30","0.0","0.0",,"53","42",,"  230",,,,,,"34.9",,,"47.2",,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-12","   20","    0",,," 0148","0.00","0.0","0.0",,"43","23",,"  300",,,,,,"34.9",,,"48.3",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-13","   10","    0",,," 0218","0.00","0.0","0.0",,"30","19",,"  360",,,,,,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-14","    0","    0",,," 1848","0.00","0.0","0.0",,"39","23",,"  180",,,,,,"14.1",,,"19.5",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-15","   30","   50",,," 1412","0.00","0.0","0.0",,"40","29",,"  140",,,,,,"16.1",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-16","   30","   40",,," 1930","0.00","0.0","0.0",,"48","30",,"  210",,,,,,"16.1",,,"23.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-17","   80","   80",,," 0906","0.01","0.0","0.0",,"53","41",,"  240",,,,,,"12.1",,,"20.8",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-18","   40","   30",,," 1518","0.00","0.0","0.0",,"57","41",,"  190",,,,,,"13.0",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-19","  100","   90",,," 2248","0.29","0.0","0.0",,"53","43",,"  150",,,,,,"21.9",,,"28.9",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-20","  100","  100",,," 0718","1.09","0.0","0.0",,"55","46",,"  120",,,,,,"25.9",,,"38.0",,"    1","    1",,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-21","  100","  100",,," 1012","0.14","0.0","0.0",,"54","47",,"   60",,,,,,"21.0",,,"31.1",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-22","   90","   70",,," 1212","0.01","0.0","0.0",,"59","44",,"   80",,,,,,"25.9",,,"35.6",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-23","  100","  100",,," 1606","0.52","0.0","0.0",,"51","43",,"   90",,,,,,"30.0",,,"44.7",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-24","   70","   80",,," 2036","0.39","0.0","0.0",,"53","44",,"  290",,,,,,"16.1",,,"21.9",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-25","   80","   90",,," 1524","0.00","0.0","0.0",,"51","41",,"  330",,,,,,"28.0",,,"40.3",,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-26","  100","  100",,," 1248","0.37","0.0","0.0",,"48","41",,"  350",,,,,,"34.9",,,"49.4",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-27","   30","   10",,," 0548","0.00","0.0","0.0",,"56","42",,"  350",,,,,,"25.1",,,"35.6",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-02-28","   70","   90",,," 1836","0.24","0.0","0.0",,"43","35",,"  160",,,,,,"19.9",,,"20.8",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-01","   40","   40",,," 1142","0.00","0.0","0.0",,"51","41",,"  320",,,,,,"23.0",,,"34.4",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-02","  100","  100",,," 2118","0.00","0.0","0.0",,"46","39",,"  290",,,,,,"32.0",,,"30.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-03","   10","   10",,," 1054","0.00","0.0","0.0",,"39","30",,"  290",,,,,,"30.0",,,"39.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-04","   70","   90",,," 1330","0.00","0.0","0.0",,"38","28",,"  300",,,,,,"17.9",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-05","  100","  100",,," 1554","0.35","6.7","0.0",,"38","33",,"   30",,,,,"0.3","23.9",,,"33.3",,"    1",,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-06","   50","   20",,," 1354","0.00","0.0","7.0",,"42","34",,"  320",,,,,"0.2","23.0",,,"34.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-07","  100","  100",,," 0018","0.05","0.0","1.0",,"42","35",,"  330",,,,,,"23.0",,,"30.0",,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-08","  100","  100",,," 0136","0.01","0.0","0.0",,"45","39",,"  360",,,,,,"15.0",,,"19.5",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-09","   90","   80",,," 1200","0.00","0.0","0.0",,"52","42",,"  330",,,,,,"17.0",,,"25.3",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-10","   80","   90",,," 1124","0.00","0.0","0.0",,"50","40",,"  320",,,,,,"21.0",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-11","   50","   80",,," 0954","0.20","0.1","0.0",,"44","36",,"  300",,,,,,"16.1",,,"21.9",,"    1","    1",,,,,,"    1",,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-12","   10","   10",,," 1506","0.00","0.0","0.0",,"45","36",,"  300",,,,,,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-13","   60","   40",,," 1230","0.00","0.0","0.0",,"60","41",,"  340",,,,,,"25.1",,,"34.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-14","   30","   30",,," 1748","0.00","0.0","0.0",,"47","32",,"  320",,,,,,"34.9",,,"50.6",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-15","   30","   50",,," 1242","0.00","0.0","0.0",,"52","32",,"  260",,,,,,"28.0",,,"36.7",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-16","   80","  100",,," 2124","0.04","0.0","0.0",,"52","30",,"  330",,,,,,"30.0",,,"42.5",,"    1",,,,,,,"    1",,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-17","   30","   50",,," 1700","0.01","0.1","0.0",,"41","25",,"  280",,,,,,"34.9",,,"50.6",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-18","    0","   10",,," 0018","0.00","0.0","0.0",,"39","18",,"  290",,,,,,"28.0",,,"38.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-19","   50","   50",,," 1624","0.00","0.0","0.0",,"40","28",,"  300",,,,,,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-20","   50","   50",,," 1912","0.00","0.0","0.0",,"38","26",,"  230",,,,,,"17.0",,,"23.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-21","   60","   60",,," 1406","0.00","0.0","0.0",,"45","32",,"  340",,,,,,"19.9",,,"27.5",,,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-22","   70","   80",,," 1442","0.00","0.0","0.0",,"45","38",,"  180",,,,,,"15.0",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-23","   70","   90",,," 1548","0.00","0.0","0.0",,"49","34",,"   50",,,,,,"16.1",,,"20.8",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-24","   30","   30",,," 1130","0.00","0.0","0.0",,"57","32",,"   10",,,,,,"19.9",,,"34.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-25","   40","   70",,," 0918","0.00","0.0","0.0",,"52","37",,"  340",,,,,,"21.0",,,"26.4",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-26","   50","   70",,," 2118","0.00","0.0","0.0",,"46","33",,"  190",,,,,,"21.9",,,"28.9",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-27","   70","   80",,," 1318","0.06","0.0","0.0",,"62","43",,"  330",,,,,,"25.1",,,"34.4",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-28","   30","   50",,," 2206","0.00","0.0","0.0",,"55","43",,"  190",,,,,,"21.0",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-29","   50","   70",,," 1006","0.00","0.0","0.0",,"71","43",,"  240",,,,,,"23.0",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-30","   90","  100",,," 1542","0.23","0.0","0.0",,"57","48",,"  190",,,,,,"23.0",,,"30.0",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-03-31","   10","   10",,," 0918","0.00","0.0","0.0",,"74","51",,"  290",,,,,,"23.0",,,"33.3",,"    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-01","   80","  100",,," 2130","0.20","0.0","0.0",,"59","48",,"  320",,,,,,"29.1",,,"38.0",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-02","   40","   30",,," 0842","0.09","0.0","0.0",,"68","54",,"  320",,,,,,"34.9",,,"46.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-03","   40","   40",,," 1506","0.00","0.0","0.0",,"68","45",,"  190",,,,,,"29.1",,,"40.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-04","   90","  100",,," 1530","0.00","0.0","0.0",,"56","50",,"  180",,,,,,"28.0",,,"35.6",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-05","   90","  100",,," 1248","0.74","0.0","0.0",,"56","51",,"  190",,,,,,"30.0",,,"39.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-06","   60","   80",,," 1630","0.09","0.0","0.0",,"55","48",,"  310",,,,,,"29.1",,,"39.1",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-07","    0","    0",,," 1642","0.00","0.0","0.0",,"57","43",,"  190",,,,,,"23.9",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1981-04-08","   10","   10",,," 1648","0.00","0.0","0.0",,"56","44",,"  190",,,,,,"25.1",,,"33.3",,,,,,,,,,,,,,,,,,,,
